,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
6910,2445,No;tellers;climbers/All;tellers;doctors,Some not;doctors;climbers,All;climbers;doctors|All;doctors;climbers|No;climbers;doctors|No;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|Most;climbers;doctors|Most;doctors;climbers|Most not;climbers;doctors|Most not;doctors;climbers|NVC,syllogistic-generalized,single-choice,22_participant_23,139,17063.0,EA4,Oca,female,bachelors,2,85,80,75,yes,"I came to the conclusion that statements were easier to draw conclusions from when one statement ended with the profession that the other statement began with, as the statement above, as it is easier to substitute one statement into the other. Whereas statements that both end with the same profession, e.g. ""all analysts are joggers, some potters are joggers"" really tell you nothing about how the two other professions relate at all",dont_know,12,90,65,yes,,"I'm familiar with reasoning tasks like these so I must have encountered them somewhere before, but I don't think it was in an experiment type set up, or if it was then I cannot recall it",3,AE,uu,O,e,True,True,2022,False
6911,2446,All;chemists;sailors/Some;potters;sailors,Some;chemists;potters,All;chemists;potters|All;potters;chemists|No;chemists;potters|No;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|Most;chemists;potters|Most;potters;chemists|Most not;chemists;potters|Most not;potters;chemists|NVC,syllogistic-generalized,single-choice,22_participant_23,140,13646.0,AI3,Iac,female,bachelors,2,85,80,75,yes,"I came to the conclusion that statements were easier to draw conclusions from when one statement ended with the profession that the other statement began with, as the statement above, as it is easier to substitute one statement into the other. Whereas statements that both end with the same profession, e.g. ""all analysts are joggers, some potters are joggers"" really tell you nothing about how the two other professions relate at all",dont_know,12,90,65,yes,,"I'm familiar with reasoning tasks like these so I must have encountered them somewhere before, but I don't think it was in an experiment type set up, or if it was then I cannot recall it",3,AI,ue,I,e,False,False,2022,False
6916,2451,All;poets;waiters/Some;poets;cashiers,Some;cashiers;waiters,All;waiters;cashiers|All;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|Most;waiters;cashiers|Most;cashiers;waiters|Most not;waiters;cashiers|Most not;cashiers;waiters|NVC,syllogistic-generalized,single-choice,22_participant_24,3,19890.0,AI4,Ica,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AI,ue,I,e,True,True,2022,False
6919,2454,All;auditors;painters/All;painters;cleaners,Some;auditors;cleaners,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,22_participant_24,6,24312.0,AA1,Iac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AA,uu,I,e,True,True,2022,False
6920,2455,Some;counselors;joggers/All;joggers;riders,Most;counselors;riders,All;counselors;riders|All;riders;counselors|No;counselors;riders|No;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|Most;counselors;riders|Most;riders;counselors|Most not;counselors;riders|Most not;riders;counselors|NVC,syllogistic-generalized,single-choice,22_participant_24,7,13889.0,IA1,Tac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AI,ue,T,g,False,True,2022,False
6921,2456,No;boxers;opticians/No;boxers;actuaries,No;opticians;actuaries,All;opticians;actuaries|All;actuaries;opticians|No;opticians;actuaries|No;actuaries;opticians|Some;opticians;actuaries|Some;actuaries;opticians|Some not;opticians;actuaries|Some not;actuaries;opticians|Most;opticians;actuaries|Most;actuaries;opticians|Most not;opticians;actuaries|Most not;actuaries;opticians|NVC,syllogistic-generalized,single-choice,22_participant_24,8,11552.0,EE4,Eac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EE,uu,E,u,False,False,2022,False
6923,2458,Some;plumbers;lifeguards/Some not;dentists;lifeguards,Some;dentists;plumbers,All;plumbers;dentists|All;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|Most;plumbers;dentists|Most;dentists;plumbers|Most not;plumbers;dentists|Most not;dentists;plumbers|NVC,syllogistic-generalized,single-choice,22_participant_24,10,17760.0,IO3,Ica,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,IO,ee,I,e,False,False,2022,False
6930,2465,Some;planners;artists/Some;surfers;artists,Some not;planners;surfers,All;planners;surfers|All;surfers;planners|No;planners;surfers|No;surfers;planners|Some;planners;surfers|Some;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|Most;planners;surfers|Most;surfers;planners|Most not;planners;surfers|Most not;surfers;planners|NVC,syllogistic-generalized,single-choice,22_participant_24,17,24921.0,II3,Oac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,II,ee,O,e,False,False,2022,False
6931,2466,Some;designers;trainers/All;architects;designers,Some;trainers;architects,All;trainers;architects|All;architects;trainers|No;trainers;architects|No;architects;trainers|Some;trainers;architects|Some;architects;trainers|Some not;trainers;architects|Some not;architects;trainers|Most;trainers;architects|Most;architects;trainers|Most not;trainers;architects|Most not;architects;trainers|NVC,syllogistic-generalized,single-choice,22_participant_24,18,26421.0,IA2,Iac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AI,ue,I,e,False,False,2022,False
6932,2467,No;plumbers;lifeguards/No;dentists;lifeguards,Most not;dentists;plumbers,All;plumbers;dentists|All;dentists;plumbers|No;plumbers;dentists|No;dentists;plumbers|Some;plumbers;dentists|Some;dentists;plumbers|Some not;plumbers;dentists|Some not;dentists;plumbers|Most;plumbers;dentists|Most;dentists;plumbers|Most not;plumbers;dentists|Most not;dentists;plumbers|NVC,syllogistic-generalized,single-choice,22_participant_24,19,26770.0,EE3,Dca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EE,uu,D,g,False,False,2022,False
6934,2469,Some;hunters;athletes/No;hunters;lawyers,Most not;lawyers;athletes,All;athletes;lawyers|All;lawyers;athletes|No;athletes;lawyers|No;lawyers;athletes|Some;athletes;lawyers|Some;lawyers;athletes|Some not;athletes;lawyers|Some not;lawyers;athletes|Most;athletes;lawyers|Most;lawyers;athletes|Most not;athletes;lawyers|Most not;lawyers;athletes|NVC,syllogistic-generalized,single-choice,22_participant_24,21,37426.0,IE4,Dca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EI,ue,D,g,False,True,2022,False
6935,2470,Some not;painters;cleaners/Some not;cleaners;auditors,Some not;painters;auditors,All;painters;auditors|All;auditors;painters|No;painters;auditors|No;auditors;painters|Some;painters;auditors|Some;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|Most;painters;auditors|Most;auditors;painters|Most not;painters;auditors|Most not;auditors;painters|NVC,syllogistic-generalized,single-choice,22_participant_24,22,27646.0,OO1,Oac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,OO,ee,O,e,False,False,2022,False
6937,2472,Some;buyers;cyclists/No;cyclists;students,Some not;students;buyers,All;buyers;students|All;students;buyers|No;buyers;students|No;students;buyers|Some;buyers;students|Some;students;buyers|Some not;buyers;students|Some not;students;buyers|Most;buyers;students|Most;students;buyers|Most not;buyers;students|Most not;students;buyers|NVC,syllogistic-generalized,single-choice,22_participant_24,24,24239.0,IE1,Oca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EI,ue,O,e,False,True,2022,False
6939,2474,All;drillers;actors/Some not;drillers;nurses,Most;nurses;actors,All;actors;nurses|All;nurses;actors|No;actors;nurses|No;nurses;actors|Some;actors;nurses|Some;nurses;actors|Some not;actors;nurses|Some not;nurses;actors|Most;actors;nurses|Most;nurses;actors|Most not;actors;nurses|Most not;nurses;actors|NVC,syllogistic-generalized,single-choice,22_participant_24,26,17022.0,AO4,Tca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AO,ue,T,g,False,True,2022,False
6940,2475,No;chemists;potters/No;potters;sailors,Most not;sailors;chemists,All;chemists;sailors|All;sailors;chemists|No;chemists;sailors|No;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|Most;chemists;sailors|Most;sailors;chemists|Most not;chemists;sailors|Most not;sailors;chemists|NVC,syllogistic-generalized,single-choice,22_participant_24,27,20490.0,EE1,Dca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EE,uu,D,g,False,False,2022,False
6941,2476,No;engineers;campers/Some not;fencers;campers,Some not;engineers;fencers,All;engineers;fencers|All;fencers;engineers|No;engineers;fencers|No;fencers;engineers|Some;engineers;fencers|Some;fencers;engineers|Some not;engineers;fencers|Some not;fencers;engineers|Most;engineers;fencers|Most;fencers;engineers|Most not;engineers;fencers|Most not;fencers;engineers|NVC,syllogistic-generalized,single-choice,22_participant_24,28,34751.0,EO3,Oac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EO,ue,O,e,False,False,2022,False
6942,2477,Some not;carpenters;linguists/Some;divers;carpenters,Most not;linguists;divers,All;linguists;divers|All;divers;linguists|No;linguists;divers|No;divers;linguists|Some;linguists;divers|Some;divers;linguists|Some not;linguists;divers|Some not;divers;linguists|Most;linguists;divers|Most;divers;linguists|Most not;linguists;divers|Most not;divers;linguists|NVC,syllogistic-generalized,single-choice,22_participant_24,29,20365.0,OI2,Dac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,IO,ee,D,g,False,False,2022,False
6944,2479,Some not;counselors;joggers/Some not;riders;counselors,Most not;joggers;riders,All;joggers;riders|All;riders;joggers|No;joggers;riders|No;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|Most;joggers;riders|Most;riders;joggers|Most not;joggers;riders|Most not;riders;joggers|NVC,syllogistic-generalized,single-choice,22_participant_24,31,30772.0,OO2,Dac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,OO,ee,D,g,False,False,2022,False
6947,2482,All;golfers;bankers/Some;bankers;teachers,Some;golfers;teachers,All;golfers;teachers|All;teachers;golfers|No;golfers;teachers|No;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|Most;golfers;teachers|Most;teachers;golfers|Most not;golfers;teachers|Most not;teachers;golfers|NVC,syllogistic-generalized,single-choice,22_participant_24,34,13851.0,AI1,Iac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AI,ue,I,e,False,False,2022,False
6949,2484,Some;golfers;teachers/Some;bankers;golfers,Some not;bankers;teachers,All;teachers;bankers|All;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|Most;teachers;bankers|Most;bankers;teachers|Most not;teachers;bankers|Most not;bankers;teachers|NVC,syllogistic-generalized,single-choice,22_participant_24,36,26503.0,II2,Oca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,II,ee,O,e,False,False,2022,False
6950,2485,All;butchers;tutors/No;butchers;packers,Some not;packers;tutors,All;tutors;packers|All;packers;tutors|No;tutors;packers|No;packers;tutors|Some;tutors;packers|Some;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|Most;tutors;packers|Most;packers;tutors|Most not;tutors;packers|Most not;packers;tutors|NVC,syllogistic-generalized,single-choice,22_participant_24,37,24540.0,AE4,Oca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AE,uu,O,e,False,True,2022,False
6955,2490,No;soldiers;editors/Some not;florists;soldiers,No;editors;florists,All;editors;florists|All;florists;editors|No;editors;florists|No;florists;editors|Some;editors;florists|Some;florists;editors|Some not;editors;florists|Some not;florists;editors|Most;editors;florists|Most;florists;editors|Most not;editors;florists|Most not;florists;editors|NVC,syllogistic-generalized,single-choice,22_participant_24,42,6234.0,EO2,Eac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EO,ue,E,u,False,False,2022,False
6959,2494,No;brewers;porters/All;judges;brewers,Some;porters;judges,All;porters;judges|All;judges;porters|No;porters;judges|No;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|Most;porters;judges|Most;judges;porters|Most not;porters;judges|Most not;judges;porters|NVC,syllogistic-generalized,single-choice,22_participant_24,46,7186.0,EA2,Iac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AE,uu,I,e,False,True,2022,False
6960,2495,All;swimmers;cooks/All;swimmers;mayors,All;cooks;mayors,All;cooks;mayors|All;mayors;cooks|No;cooks;mayors|No;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|Most;cooks;mayors|Most;mayors;cooks|Most not;cooks;mayors|Most not;mayors;cooks|NVC,syllogistic-generalized,single-choice,22_participant_24,47,14623.0,AA4,Aac,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,AA,uu,A,u,False,True,2022,False
6961,2496,Some;painters;actors/No;workers;actors,Most not;workers;painters,All;painters;workers|All;workers;painters|No;painters;workers|No;workers;painters|Some;painters;workers|Some;workers;painters|Some not;painters;workers|Some not;workers;painters|Most;painters;workers|Most;workers;painters|Most not;painters;workers|Most not;workers;painters|NVC,syllogistic-generalized,single-choice,22_participant_24,48,9159.0,IE3,Dca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EI,ue,D,g,False,True,2022,False
6962,2497,No;swimmers;cooks/Some;mayors;cooks,Some not;mayors;swimmers,All;swimmers;mayors|All;mayors;swimmers|No;swimmers;mayors|No;mayors;swimmers|Some;swimmers;mayors|Some;mayors;swimmers|Some not;swimmers;mayors|Some not;mayors;swimmers|Most;swimmers;mayors|Most;mayors;swimmers|Most not;swimmers;mayors|Most not;mayors;swimmers|NVC,syllogistic-generalized,single-choice,22_participant_24,49,30509.0,EI3,Oca,female,bachelors,50,25,79,75,no,,no,82,100,25,yes,interesting study,no,1,EI,ue,O,e,True,True,2022,False
6965,2500,Some not;hikers;writers/All;writers;drivers,Some;hikers;drivers,All;hikers;drivers|All;drivers;hikers|No;hikers;drivers|No;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|Most;hikers;drivers|Most;drivers;hikers|Most not;hikers;drivers|Most not;drivers;hikers|NVC,syllogistic-generalized,single-choice,22_participant_24,51,40604.0,OA1,Iac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AO,ue,I,e,False,False,2022,False
6966,2501,Some;climbers;tellers/Some;tellers;doctors,Some;climbers;doctors,All;climbers;doctors|All;doctors;climbers|No;climbers;doctors|No;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|Most;climbers;doctors|Most;doctors;climbers|Most not;climbers;doctors|Most not;doctors;climbers|NVC,syllogistic-generalized,single-choice,22_participant_24,52,15974.0,II1,Iac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,II,ee,I,e,False,False,2022,False
6968,2503,Some not;hikers;drivers/No;writers;drivers,Most not;hikers;writers,All;hikers;writers|All;writers;hikers|No;hikers;writers|No;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|Most;hikers;writers|Most;writers;hikers|Most not;hikers;writers|Most not;writers;hikers|NVC,syllogistic-generalized,single-choice,22_participant_24,54,32388.0,OE3,Dac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EO,ue,D,g,False,False,2022,False
6972,2507,All;joggers;counselors/No;riders;counselors,Most not;joggers;riders,All;joggers;riders|All;riders;joggers|No;joggers;riders|No;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|Most;joggers;riders|Most;riders;joggers|Most not;joggers;riders|Most not;riders;joggers|NVC,syllogistic-generalized,single-choice,22_participant_24,58,33981.0,AE3,Dac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AE,uu,D,g,True,True,2022,False
6974,2509,No;climbers;tellers/Some not;climbers;doctors,No;tellers;doctors,All;tellers;doctors|All;doctors;tellers|No;tellers;doctors|No;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|Most;tellers;doctors|Most;doctors;tellers|Most not;tellers;doctors|Most not;doctors;tellers|NVC,syllogistic-generalized,single-choice,22_participant_24,60,33668.0,EO4,Eac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EO,ue,E,u,False,False,2022,False
6975,2510,No;bakers;sculptors/All;gamblers;sculptors,Most;bakers;gamblers,All;bakers;gamblers|All;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|Most;bakers;gamblers|Most;gamblers;bakers|Most not;bakers;gamblers|Most not;gamblers;bakers|NVC,syllogistic-generalized,single-choice,22_participant_24,61,51165.0,EA3,Tac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AE,uu,T,g,False,True,2022,False
6979,2514,All;clerks;models/All;managers;models,All;clerks;managers,All;clerks;managers|All;managers;clerks|No;clerks;managers|No;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|Most;clerks;managers|Most;managers;clerks|Most not;clerks;managers|Most not;managers;clerks|NVC,syllogistic-generalized,single-choice,22_participant_24,65,8161.0,AA3,Aac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AA,uu,A,u,False,False,2022,False
6980,2515,Some not;therapists;skaters/All;therapists;climbers,Some;skaters;climbers,All;skaters;climbers|All;climbers;skaters|No;skaters;climbers|No;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|Most;skaters;climbers|Most;climbers;skaters|Most not;skaters;climbers|Most not;climbers;skaters|NVC,syllogistic-generalized,single-choice,22_participant_24,66,30840.0,OA4,Iac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AO,ue,I,e,False,True,2022,False
6981,2516,Some not;therapists;skaters/Some not;therapists;climbers,Some not;skaters;climbers,All;skaters;climbers|All;climbers;skaters|No;skaters;climbers|No;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|Most;skaters;climbers|Most;climbers;skaters|Most not;skaters;climbers|Most not;climbers;skaters|NVC,syllogistic-generalized,single-choice,22_participant_24,67,28934.0,OO4,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,OO,ee,O,e,False,False,2022,False
6983,2518,Some;managers;models/No;clerks;managers,Some not;models;clerks,All;models;clerks|All;clerks;models|No;models;clerks|No;clerks;models|Some;models;clerks|Some;clerks;models|Some not;models;clerks|Some not;clerks;models|Most;models;clerks|Most;clerks;models|Most not;models;clerks|Most not;clerks;models|NVC,syllogistic-generalized,single-choice,22_participant_24,69,14622.0,IE2,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EI,ue,O,e,True,True,2022,False
6985,2520,All;sailors;chemists/Some not;potters;sailors,Some not;chemists;potters,All;chemists;potters|All;potters;chemists|No;chemists;potters|No;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|Most;chemists;potters|Most;potters;chemists|Most not;chemists;potters|Most not;potters;chemists|NVC,syllogistic-generalized,single-choice,22_participant_24,71,13577.0,AO2,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AO,ue,O,e,False,False,2022,False
6986,2521,Some not;teachers;bankers/No;teachers;golfers,Most not;bankers;golfers,All;bankers;golfers|All;golfers;bankers|No;bankers;golfers|No;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|Most;bankers;golfers|Most;golfers;bankers|Most not;bankers;golfers|Most not;golfers;bankers|NVC,syllogistic-generalized,single-choice,22_participant_24,72,35780.0,OE4,Dac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EO,ue,D,g,False,False,2022,False
6989,2524,Some;dancers;typists/Some;dancers;boxers,Some;typists;boxers,All;typists;boxers|All;boxers;typists|No;typists;boxers|No;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|Most;typists;boxers|Most;boxers;typists|Most not;typists;boxers|Most not;boxers;typists|NVC,syllogistic-generalized,single-choice,22_participant_24,75,11095.0,II4,Iac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,II,ee,I,e,False,False,2022,False
6994,2529,No;actors;painters/Some;actors;workers,No;painters;workers,All;painters;workers|All;workers;painters|No;painters;workers|No;workers;painters|Some;painters;workers|Some;workers;painters|Some not;painters;workers|Some not;workers;painters|Most;painters;workers|Most;workers;painters|Most not;painters;workers|Most not;workers;painters|NVC,syllogistic-generalized,single-choice,22_participant_24,80,15342.0,EI4,Eac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EI,ue,E,u,False,True,2022,False
6995,2530,Some not;artists;surfers/No;planners;artists,No;surfers;planners,All;surfers;planners|All;planners;surfers|No;surfers;planners|No;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|Most;surfers;planners|Most;planners;surfers|Most not;surfers;planners|Most not;planners;surfers|NVC,syllogistic-generalized,single-choice,22_participant_24,81,11126.0,OE2,Eac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,EO,ue,E,u,False,False,2022,False
6998,2533,All;chefs;runners/Some not;scientists;runners,Some not;chefs;scientists,All;chefs;scientists|All;scientists;chefs|No;chefs;scientists|No;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|Most;chefs;scientists|Most;scientists;chefs|Most not;chefs;scientists|Most not;scientists;chefs|NVC,syllogistic-generalized,single-choice,22_participant_24,84,17981.0,AO3,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AO,ue,O,e,False,True,2022,False
7002,2537,All;joggers;riders/All;counselors;joggers,All;riders;counselors,All;riders;counselors|All;counselors;riders|No;riders;counselors|No;counselors;riders|Some;riders;counselors|Some;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|Most;riders;counselors|Most;counselors;riders|Most not;riders;counselors|Most not;counselors;riders|NVC,syllogistic-generalized,single-choice,22_participant_24,88,5868.0,AA2,Aac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AA,uu,A,u,False,True,2022,False
7003,2538,Some not;farmers;assistants/All;scholars;assistants,Some;farmers;scholars,All;farmers;scholars|All;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|Most;farmers;scholars|Most;scholars;farmers|Most not;farmers;scholars|Most not;scholars;farmers|NVC,syllogistic-generalized,single-choice,22_participant_24,89,6401.0,OA3,Iac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AO,ue,I,e,False,True,2022,False
7006,2541,All;lifeguards;dentists/Some;plumbers;lifeguards,Some;dentists;plumbers,All;dentists;plumbers|All;plumbers;dentists|No;dentists;plumbers|No;plumbers;dentists|Some;dentists;plumbers|Some;plumbers;dentists|Some not;dentists;plumbers|Some not;plumbers;dentists|Most;dentists;plumbers|Most;plumbers;dentists|Most not;dentists;plumbers|Most not;plumbers;dentists|NVC,syllogistic-generalized,single-choice,22_participant_24,92,9252.0,AI2,Iac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AI,ue,I,e,True,True,2022,False
7007,2542,Some;nurses;drillers/Some not;drillers;actors,Some not;nurses;actors,All;nurses;actors|All;actors;nurses|No;nurses;actors|No;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|Most;nurses;actors|Most;actors;nurses|Most not;nurses;actors|Most not;actors;nurses|NVC,syllogistic-generalized,single-choice,22_participant_24,93,14312.0,IO1,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,IO,ee,O,e,False,False,2022,False
7008,2543,All;brewers;porters/Some not;porters;judges,Some not;brewers;judges,All;brewers;judges|All;judges;brewers|No;brewers;judges|No;judges;brewers|Some;brewers;judges|Some;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|Most;brewers;judges|Most;judges;brewers|Most not;brewers;judges|Most not;judges;brewers|NVC,syllogistic-generalized,single-choice,22_participant_24,94,7024.0,AO1,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,AO,ue,O,e,False,False,2022,False
7009,2544,Some not;brewers;porters/Some;porters;judges,Some not;brewers;judges,All;brewers;judges|All;judges;brewers|No;brewers;judges|No;judges;brewers|Some;brewers;judges|Some;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|Most;brewers;judges|Most;judges;brewers|Most not;brewers;judges|Most not;judges;brewers|NVC,syllogistic-generalized,single-choice,22_participant_24,95,44703.0,OI1,Oac,female,bachelors,50,25,88,100,no,,no,4,95,19,yes,no,yes on the first part of the experiment since this is part two.it was testing how people think the same way as this part 2 of the study.,2,IO,ee,O,e,False,False,2022,False
