,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
6442,1977,Most;analysts;travelers/Some;novelists;analysts,Some;travelers;novelists,All;travelers;novelists|All;novelists;travelers|No;travelers;novelists|No;novelists;travelers|Some;travelers;novelists|Some;novelists;travelers|Some not;travelers;novelists|Some not;novelists;travelers|Most;travelers;novelists|Most;novelists;travelers|Most not;travelers;novelists|Most not;novelists;travelers|NVC,syllogistic-generalized,single-choice,22_participant_20,103,57058.0,TI2,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,IT,ge,I,e,False,False,2022,True
6444,1979,Most not;dancers;boxers/Most;typists;dancers,Some not;boxers;typists,All;boxers;typists|All;typists;boxers|No;boxers;typists|No;typists;boxers|Some;boxers;typists|Some;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|Most;boxers;typists|Most;typists;boxers|Most not;boxers;typists|Most not;typists;boxers|NVC,syllogistic-generalized,single-choice,22_participant_20,105,12527.0,DT2,Oac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,TD,gg,O,e,False,False,2022,True
6445,1980,Most;divers;linguists/Some not;carpenters;divers,Some not;carpenters;linguists,All;linguists;carpenters|All;carpenters;linguists|No;linguists;carpenters|No;carpenters;linguists|Some;linguists;carpenters|Some;carpenters;linguists|Some not;linguists;carpenters|Some not;carpenters;linguists|Most;linguists;carpenters|Most;carpenters;linguists|Most not;linguists;carpenters|Most not;carpenters;linguists|NVC,syllogistic-generalized,single-choice,22_participant_20,106,18371.0,TO2,Oca,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,OT,ge,O,e,False,False,2022,True
6447,1982,Some not;golfers;bankers/Most not;golfers;teachers,Some not;teachers;bankers,All;bankers;teachers|All;teachers;bankers|No;bankers;teachers|No;teachers;bankers|Some;bankers;teachers|Some;teachers;bankers|Some not;bankers;teachers|Some not;teachers;bankers|Most;bankers;teachers|Most;teachers;bankers|Most not;bankers;teachers|Most not;teachers;bankers|NVC,syllogistic-generalized,single-choice,22_participant_20,108,3299.0,OD4,Oca,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,OD,ge,O,e,False,False,2022,True
6450,1985,No;teachers;golfers/Most not;golfers;bankers,Most not;bankers;teachers,All;teachers;bankers|All;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|Most;teachers;bankers|Most;bankers;teachers|Most not;teachers;bankers|Most not;bankers;teachers|NVC,syllogistic-generalized,single-choice,22_participant_20,111,11106.0,ED1,Dca,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ED,ug,D,g,False,False,2022,True
6451,1986,Most;packers;tutors/Most;packers;butchers,Most;butchers;tutors,All;tutors;butchers|All;butchers;tutors|No;tutors;butchers|No;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|Most;tutors;butchers|Most;butchers;tutors|Most not;tutors;butchers|Most not;butchers;tutors|NVC,syllogistic-generalized,single-choice,22_participant_20,112,7877.0,TT4,Tca,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,TT,gg,T,g,False,True,2022,True
6452,1987,Most;models;clerks/Some not;managers;clerks,Some;models;managers,All;models;managers|All;managers;models|No;models;managers|No;managers;models|Some;models;managers|Some;managers;models|Some not;models;managers|Some not;managers;models|Most;models;managers|Most;managers;models|Most not;models;managers|Most not;managers;models|NVC,syllogistic-generalized,single-choice,22_participant_20,113,9134.0,TO3,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,OT,ge,I,e,False,False,2022,True
6453,1988,No;buyers;students/Most;cyclists;students,No;buyers;cyclists,All;buyers;cyclists|All;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|Most;buyers;cyclists|Most;cyclists;buyers|Most not;buyers;cyclists|Most not;cyclists;buyers|NVC,syllogistic-generalized,single-choice,22_participant_20,114,14676.0,ET3,Eac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ET,ug,E,u,False,True,2022,True
6454,1989,Most not;poets;waiters/Some;poets;cashiers,Some;waiters;cashiers,All;waiters;cashiers|All;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|Most;waiters;cashiers|Most;cashiers;waiters|Most not;waiters;cashiers|Most not;cashiers;waiters|NVC,syllogistic-generalized,single-choice,22_participant_20,115,5439.0,DI4,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ID,ge,I,e,False,False,2022,True
6455,1990,Most not;skaters;therapists/All;climbers;therapists,Some;skaters;climbers,All;skaters;climbers|All;climbers;skaters|No;skaters;climbers|No;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|Most;skaters;climbers|Most;climbers;skaters|Most not;skaters;climbers|Most not;climbers;skaters|NVC,syllogistic-generalized,single-choice,22_participant_20,116,5820.0,DA3,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,AD,ug,I,e,False,True,2022,True
6458,1993,Most not;planners;artists/Some;artists;surfers,Some;planners;surfers,All;planners;surfers|All;surfers;planners|No;planners;surfers|No;surfers;planners|Some;planners;surfers|Some;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|Most;planners;surfers|Most;surfers;planners|Most not;planners;surfers|Most not;surfers;planners|NVC,syllogistic-generalized,single-choice,22_participant_20,119,4969.0,DI1,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ID,ge,I,e,False,False,2022,True
6460,1995,Most;lawyers;hunters/All;hunters;athletes,Some;lawyers;athletes,All;lawyers;athletes|All;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|Most;lawyers;athletes|Most;athletes;lawyers|Most not;lawyers;athletes|Most not;athletes;lawyers|NVC,syllogistic-generalized,single-choice,22_participant_20,121,12793.0,TA1,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,AT,ug,I,e,True,True,2022,True
6461,1996,Most not;miners;poets/No;poets;skaters,Most not;miners;skaters,All;miners;skaters|All;skaters;miners|No;miners;skaters|No;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|Most;miners;skaters|Most;skaters;miners|Most not;miners;skaters|Most not;skaters;miners|NVC,syllogistic-generalized,single-choice,22_participant_20,122,9179.0,DE1,Dac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ED,ug,D,g,False,False,2022,True
6462,1997,No;lifeguards;dentists/Most not;lifeguards;plumbers,Most not;dentists;plumbers,All;dentists;plumbers|All;plumbers;dentists|No;dentists;plumbers|No;plumbers;dentists|Some;dentists;plumbers|Some;plumbers;dentists|Some not;dentists;plumbers|Some not;plumbers;dentists|Most;dentists;plumbers|Most;plumbers;dentists|Most not;dentists;plumbers|Most not;plumbers;dentists|NVC,syllogistic-generalized,single-choice,22_participant_20,123,4887.0,ED4,Dac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ED,ug,D,g,False,False,2022,True
6463,1998,Most;plumbers;dentists/All;lifeguards;dentists,Most;plumbers;lifeguards,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,22_participant_20,124,9757.0,TA3,Tac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,AT,ug,T,g,False,False,2022,True
6469,2004,Most not;investors;jugglers/Some not;jugglers;barbers,Some not;investors;barbers,All;investors;barbers|All;barbers;investors|No;investors;barbers|No;barbers;investors|Some;investors;barbers|Some;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|Most;investors;barbers|Most;barbers;investors|Most not;investors;barbers|Most not;barbers;investors|NVC,syllogistic-generalized,single-choice,22_participant_20,130,6450.0,DO1,Oac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,OD,ge,O,e,False,False,2022,True
6470,2005,Some;singers;tailors/Most not;pilots;tailors,Some;singers;pilots,All;singers;pilots|All;pilots;singers|No;singers;pilots|No;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|Most;singers;pilots|Most;pilots;singers|Most not;singers;pilots|Most not;pilots;singers|NVC,syllogistic-generalized,single-choice,22_participant_20,131,4129.0,ID3,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ID,ge,I,e,False,False,2022,True
6472,2007,Some not;boxers;typists/Most;dancers;boxers,Some;typists;dancers,All;typists;dancers|All;dancers;typists|No;typists;dancers|No;dancers;typists|Some;typists;dancers|Some;dancers;typists|Some not;typists;dancers|Some not;dancers;typists|Most;typists;dancers|Most;dancers;typists|Most not;typists;dancers|Most not;dancers;typists|NVC,syllogistic-generalized,single-choice,22_participant_20,133,4051.0,OT2,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,OT,ge,I,e,False,False,2022,True
6474,2009,Some;auditors;painters/Most not;painters;cleaners,Some;auditors;cleaners,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,22_participant_20,135,5759.0,ID1,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ID,ge,I,e,False,False,2022,True
6475,2010,Most;potters;chemists/Most;sailors;chemists,Most;potters;sailors,All;potters;sailors|All;sailors;potters|No;potters;sailors|No;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|Most;potters;sailors|Most;sailors;potters|Most not;potters;sailors|Most not;sailors;potters|NVC,syllogistic-generalized,single-choice,22_participant_20,136,5984.0,TT3,Tac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,TT,gg,T,g,False,False,2022,True
6477,2012,Most not;painters;auditors/Most not;cleaners;painters,Some;auditors;cleaners,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,22_participant_20,138,7213.0,DD2,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,DD,gg,I,e,False,False,2022,True
6478,2013,All;actors;workers/Most not;actors;painters,Some not;workers;painters,All;workers;painters|All;painters;workers|No;workers;painters|No;painters;workers|Some;workers;painters|Some;painters;workers|Some not;workers;painters|Some not;painters;workers|Most;workers;painters|Most;painters;workers|Most not;workers;painters|Most not;painters;workers|NVC,syllogistic-generalized,single-choice,22_participant_20,139,3543.0,AD4,Oac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,AD,ug,O,e,True,True,2022,True
6479,2014,All;secretaries;brokers/Most;secretaries;agents,Some;brokers;agents,All;brokers;agents|All;agents;brokers|No;brokers;agents|No;agents;brokers|Some;brokers;agents|Some;agents;brokers|Some not;brokers;agents|Some not;agents;brokers|Most;brokers;agents|Most;agents;brokers|Most not;brokers;agents|Most not;agents;brokers|NVC,syllogistic-generalized,single-choice,22_participant_20,140,6811.0,AT4,Iac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,AT,ug,I,e,True,True,2022,True
6480,2015,Most;sculptors;gamblers/No;bakers;sculptors,No;gamblers;bakers,All;gamblers;bakers|All;bakers;gamblers|No;gamblers;bakers|No;bakers;gamblers|Some;gamblers;bakers|Some;bakers;gamblers|Some not;gamblers;bakers|Some not;bakers;gamblers|Most;gamblers;bakers|Most;bakers;gamblers|Most not;gamblers;bakers|Most not;bakers;gamblers|NVC,syllogistic-generalized,single-choice,22_participant_20,141,6733.0,TE2,Eac,female,bachelors,53,69,94,74,no,,yes,2,97,57,yes,,never!,3,ET,ug,E,u,False,True,2022,True
6483,2018,Most;artists;surfers/Most not;artists;planners,NVC,All;surfers;planners|All;planners;surfers|No;surfers;planners|No;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|Most;surfers;planners|Most;planners;surfers|Most not;surfers;planners|Most not;planners;surfers|NVC,syllogistic-generalized,single-choice,22_participant_21,2,48620.0,TD4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,TD,gg,NVC,NVC,False,True,2022,True
6484,2019,Most not;climbers;therapists/Some not;climbers;skaters,NVC,All;therapists;skaters|All;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|Most;therapists;skaters|Most;skaters;therapists|Most not;therapists;skaters|Most not;skaters;therapists|NVC,syllogistic-generalized,single-choice,22_participant_21,3,2370.0,DO4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,OD,ge,NVC,NVC,True,False,2022,True
6485,2020,All;hunters;athletes/Most not;lawyers;athletes,NVC,All;hunters;lawyers|All;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|Most;hunters;lawyers|Most;lawyers;hunters|Most not;hunters;lawyers|Most not;lawyers;hunters|NVC,syllogistic-generalized,single-choice,22_participant_21,4,19699.0,AD3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,AD,ug,NVC,NVC,False,True,2022,True
6486,2021,Most;carpenters;linguists/Most not;linguists;divers,NVC,All;carpenters;divers|All;divers;carpenters|No;carpenters;divers|No;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|Most;carpenters;divers|Most;divers;carpenters|Most not;carpenters;divers|Most not;divers;carpenters|NVC,syllogistic-generalized,single-choice,22_participant_21,5,50452.0,TD1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,TD,gg,NVC,NVC,True,False,2022,True
6488,2023,Most;barbers;jugglers/Most not;investors;barbers,NVC,All;jugglers;investors|All;investors;jugglers|No;jugglers;investors|No;investors;jugglers|Some;jugglers;investors|Some;investors;jugglers|Some not;jugglers;investors|Some not;investors;jugglers|Most;jugglers;investors|Most;investors;jugglers|Most not;jugglers;investors|Most not;investors;jugglers|NVC,syllogistic-generalized,single-choice,22_participant_21,7,16252.0,TD2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,TD,gg,NVC,NVC,True,False,2022,True
6489,2024,Most not;editors;florists/All;soldiers;editors,NVC,All;florists;soldiers|All;soldiers;florists|No;florists;soldiers|No;soldiers;florists|Some;florists;soldiers|Some;soldiers;florists|Some not;florists;soldiers|Some not;soldiers;florists|Most;florists;soldiers|Most;soldiers;florists|Most not;florists;soldiers|Most not;soldiers;florists|NVC,syllogistic-generalized,single-choice,22_participant_21,8,46196.0,DA2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,AD,ug,NVC,NVC,True,False,2022,True
6494,2029,Most not;drivers;hikers/Some;writers;drivers,NVC,All;hikers;writers|All;writers;hikers|No;hikers;writers|No;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|Most;hikers;writers|Most;writers;hikers|Most not;hikers;writers|Most not;writers;hikers|NVC,syllogistic-generalized,single-choice,22_participant_21,13,24887.0,DI2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ID,ge,NVC,NVC,True,False,2022,True
6495,2030,Some;golfers;teachers/Most;bankers;teachers,NVC,All;golfers;bankers|All;bankers;golfers|No;golfers;bankers|No;bankers;golfers|Some;golfers;bankers|Some;bankers;golfers|Some not;golfers;bankers|Some not;bankers;golfers|Most;golfers;bankers|Most;bankers;golfers|Most not;golfers;bankers|Most not;bankers;golfers|NVC,syllogistic-generalized,single-choice,22_participant_21,14,20028.0,IT3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,IT,ge,NVC,NVC,True,False,2022,True
6497,2032,Most not;joggers;counselors/Most;joggers;riders,NVC,All;counselors;riders|All;riders;counselors|No;counselors;riders|No;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|Most;counselors;riders|Most;riders;counselors|Most not;counselors;riders|Most not;riders;counselors|NVC,syllogistic-generalized,single-choice,22_participant_21,16,52711.0,DT4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,TD,gg,NVC,NVC,False,True,2022,True
6499,2034,Most not;secretaries;brokers/Some not;agents;brokers,NVC,All;secretaries;agents|All;agents;secretaries|No;secretaries;agents|No;agents;secretaries|Some;secretaries;agents|Some;agents;secretaries|Some not;secretaries;agents|Some not;agents;secretaries|Most;secretaries;agents|Most;agents;secretaries|Most not;secretaries;agents|Most not;agents;secretaries|NVC,syllogistic-generalized,single-choice,22_participant_21,18,8602.0,DO3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,OD,ge,NVC,NVC,True,False,2022,True
6500,2035,No;hunters;athletes/Most;hunters;lawyers,NVC,All;athletes;lawyers|All;lawyers;athletes|No;athletes;lawyers|No;lawyers;athletes|Some;athletes;lawyers|Some;lawyers;athletes|Some not;athletes;lawyers|Some not;lawyers;athletes|Most;athletes;lawyers|Most;lawyers;athletes|Most not;athletes;lawyers|Most not;lawyers;athletes|NVC,syllogistic-generalized,single-choice,22_participant_21,19,18720.0,ET4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ET,ug,NVC,NVC,False,True,2022,True
6502,2037,All;waiters;poets/Most not;poets;cashiers,NVC,All;waiters;cashiers|All;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|Most;waiters;cashiers|Most;cashiers;waiters|Most not;waiters;cashiers|Most not;cashiers;waiters|NVC,syllogistic-generalized,single-choice,22_participant_21,21,40442.0,AD1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,AD,ug,NVC,NVC,True,False,2022,True
6504,2039,Most;actors;drillers/No;actors;nurses,NVC,All;drillers;nurses|All;nurses;drillers|No;drillers;nurses|No;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|Most;drillers;nurses|Most;nurses;drillers|Most not;drillers;nurses|Most not;nurses;drillers|NVC,syllogistic-generalized,single-choice,22_participant_21,23,47934.0,TE4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ET,ug,NVC,NVC,False,True,2022,True
6506,2041,Most not;managers;models/Most;models;clerks,NVC,All;managers;clerks|All;clerks;managers|No;managers;clerks|No;clerks;managers|Some;managers;clerks|Some;clerks;managers|Some not;managers;clerks|Some not;clerks;managers|Most;managers;clerks|Most;clerks;managers|Most not;managers;clerks|Most not;clerks;managers|NVC,syllogistic-generalized,single-choice,22_participant_21,25,24364.0,DT1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,TD,gg,NVC,NVC,True,False,2022,True
6507,2042,Most;mayors;swimmers/Some not;mayors;cooks,NVC,All;swimmers;cooks|All;cooks;swimmers|No;swimmers;cooks|No;cooks;swimmers|Some;swimmers;cooks|Some;cooks;swimmers|Some not;swimmers;cooks|Some not;cooks;swimmers|Most;swimmers;cooks|Most;cooks;swimmers|Most not;swimmers;cooks|Most not;cooks;swimmers|NVC,syllogistic-generalized,single-choice,22_participant_21,26,16901.0,TO4,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,OT,ge,NVC,NVC,True,False,2022,True
6508,2043,No;skaters;climbers/Most;climbers;therapists,NVC,All;skaters;therapists|All;therapists;skaters|No;skaters;therapists|No;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|Most;skaters;therapists|Most;therapists;skaters|Most not;skaters;therapists|Most not;therapists;skaters|NVC,syllogistic-generalized,single-choice,22_participant_21,27,21733.0,ET1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,ET,ug,NVC,NVC,False,True,2022,True
6509,2044,Some not;workers;actors/Most not;painters;actors,NVC,All;workers;painters|All;painters;workers|No;workers;painters|No;painters;workers|Some;workers;painters|Some;painters;workers|Some not;workers;painters|Some not;painters;workers|Most;workers;painters|Most;painters;workers|Most not;workers;painters|Most not;painters;workers|NVC,syllogistic-generalized,single-choice,22_participant_21,28,16848.0,OD3,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,OD,ge,NVC,NVC,True,False,2022,True
6510,2045,All;typists;boxers/Most not;dancers;typists,NVC,All;boxers;dancers|All;dancers;boxers|No;boxers;dancers|No;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|Most;boxers;dancers|Most;dancers;boxers|Most not;boxers;dancers|Most not;dancers;boxers|NVC,syllogistic-generalized,single-choice,22_participant_21,29,46680.0,AD2,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,AD,ug,NVC,NVC,True,False,2022,True
6513,2048,Some not;joggers;riders/Most;riders;counselors,NVC,All;joggers;counselors|All;counselors;joggers|No;joggers;counselors|No;counselors;joggers|Some;joggers;counselors|Some;counselors;joggers|Some not;joggers;counselors|Some not;counselors;joggers|Most;joggers;counselors|Most;counselors;joggers|Most not;joggers;counselors|Most not;counselors;joggers|NVC,syllogistic-generalized,single-choice,22_participant_21,32,14263.0,OT1,NVC,male,bachelors,10,73,91,38,no,,no,23,99,87,yes,"I enjoyed it, but I was alarmed by how many statements had to be that 'no conclusion can be made'. Please tell me that this was by design, as I refuse to believe that these were all not correct. It really challenged my thinking, as I'm not sure about it.","No, I haven't. I'm usually quite confident in my processes, but this was quite a challenge.",1,OT,ge,NVC,NVC,True,False,2022,True
